date,game,# of registrations,max ccu,avg ccu,# of unique users, revenue ,# of paying users,paying rate,arpu,arppu
4/2/14,Queen Bee,162,"4,036","3,444","11,628","$4,578",112,0.96%,$0.39,$40.87
4/3/14,Z Force,328,"1,882","1,182","6,143","$5,901",276,4.49%,$0.96,$21.38
4/3/14,Ranger Danger,952,"5,670","3,963","15,172","$10,764",857,5.65%,$0.71,$12.56
4/3/14,Queen Bee,142,"3,779","3,164","11,863","$4,400",117,0.99%,$0.37,$37.61
4/4/14,Z Force,613,"2,152","1,329","6,825","$6,725",307,4.50%,$0.99,$21.90
4/4/14,Ranger Danger,"1,078","5,424","3,906","15,518","$10,440",898,5.79%,$0.67,$11.63
4/4/14,Queen Bee,198,"4,653","4,028","12,589","$5,741",143,1.14%,$0.46,$40.15
4/5/14,Z Force,448,"2,272","1,491","7,109","$6,822",325,4.57%,$0.96,$20.99
4/5/14,Ranger Danger,"1,035","5,376","4,114","16,841","$11,174","1,058",6.28%,$0.66,$10.56
4/5/14,Queen Bee,195,"6,841","5,952","13,333","$31,568",408,3.06%,$2.37,$77.37
4/6/14,Z Force,405,"2,152","1,458","6,986","$7,947",337,4.82%,$1.14,$23.58
4/6/14,Ranger Danger,"1,100","5,890","4,183","15,817","$11,395","1,000",6.32%,$0.72,$11.40
4/6/14,Queen Bee,159,"5,060","4,339","12,811","$3,806",109,0.85%,$0.30,$34.91
4/7/14,Z Force,515,"1,901","1,083","6,169","$6,128",295,4.78%,$0.99,$20.77
4/7/14,Ranger Danger,"1,169","5,100","3,594","14,743","$9,370",846,5.74%,$0.64,$11.08
4/7/14,Queen Bee,168,"4,416","3,753","12,039","$4,114",99,0.82%,$0.34,$41.55
4/8/14,Z Force,554,"1,943","1,164","6,127","$5,092",279,4.55%,$0.83,$18.25
4/8/14,Ranger Danger,953,"5,167","3,525","13,535","$8,909",796,5.88%,$0.66,$11.19
4/8/14,Queen Bee,149,"4,264","3,635","11,862","$3,885",102,0.86%,$0.33,$38.09
4/9/14,Z Force,528,"1,834","1,124","6,026","$5,204",271,4.50%,$0.86,$19.20
4/9/14,Ranger Danger,884,"5,036","3,006","13,173","$8,634",766,5.82%,$0.66,$11.27
4/9/14,Queen Bee,153,"4,089","3,455","11,613","$3,198",83,0.72%,$0.28,$38.53
4/10/14,Z Force,556,"1,846","1,069","6,132","$5,763",263,4.29%,$0.94,$21.91
4/10/14,Ranger Danger,"1,800","4,657","2,911","14,801","$8,921",759,5.13%,$0.60,$11.75
4/10/14,Queen Bee,110,"3,341","2,796","10,837","$7,065",167,1.54%,$0.65,$42.30
4/11/14,Z Force,580,"2,159","1,248","6,904","$5,799",326,4.72%,$0.84,$17.79
4/11/14,Ranger Danger,"1,893","5,527","3,856","15,970","$10,644",838,5.25%,$0.67,$12.70
4/11/14,Queen Bee,175,"3,959","3,450","11,428","$6,110",143,1.25%,$0.53,$42.72
4/12/14,Z Force,470,"2,227","1,468","7,284","$6,741",341,4.68%,$0.93,$19.77
4/12/14,Ranger Danger,"1,472","5,856","4,337","16,185","$11,405",968,5.98%,$0.70,$11.78
4/12/14,Queen Bee,184,"4,523","3,851","11,560","$6,661",144,1.25%,$0.58,$46.26
4/13/14,Z Force,436,"2,181","1,459","7,058","$7,229",343,4.86%,$1.02,$21.08
4/13/14,Ranger Danger,"1,173","5,959","4,612","16,426","$9,667",902,5.49%,$0.59,$10.72
4/13/14,Queen Bee,175,"4,463","3,747","11,551","$4,879",115,1.00%,$0.42,$42.42
4/14/14,Z Force,584,"2,034","1,229","6,567","$5,986",314,4.78%,$0.91,$19.06
4/14/14,Ranger Danger,"1,450","5,757","3,922","16,058","$8,972",751,4.68%,$0.56,$11.95
4/14/14,Queen Bee,144,"3,971","3,410","11,104","$3,798",103,0.93%,$0.34,$36.87
4/15/14,Z Force,608,"1,956","1,197","6,559","$5,887",289,4.41%,$0.90,$20.37
4/15/14,Ranger Danger,"1,129","5,344","3,770","14,657","$9,320",799,5.45%,$0.64,$11.67
4/15/14,Queen Bee,170,"3,934","3,342","11,127","$4,557",110,0.99%,$0.41,$41.43
4/16/14,Z Force,568,"1,996","1,101","6,476","$4,872",255,3.94%,$0.75,$19.10
4/16/14,Ranger Danger,795,"4,755","2,570","13,704","$24,203","1,218",8.89%,$1.77,$19.87
4/16/14,Queen Bee,188,"3,938","3,405","11,352","$2,658",86,0.76%,$0.23,$30.90
4/17/14,Z Force,757,"2,056","1,183","6,829","$5,789",291,4.26%,$0.85,$19.89
4/17/14,Ranger Danger,"1,122","6,077","4,006","15,121","$19,684","1,223",8.09%,$1.30,$16.09
4/17/14,Queen Bee,121,"3,819","3,288","10,009","$1,740",60,0.60%,$0.17,$29.00
4/18/14,Z Force,465,"2,252","1,487","7,229","$5,853",327,4.52%,$0.81,$17.90
4/18/14,Ranger Danger,"1,769","7,146","4,655","16,385","$17,243","1,241",7.57%,$1.05,$13.89
4/18/14,Queen Bee,776,"4,521","3,758","12,998","$12,092",228,1.75%,$0.93,$53.04
4/19/14,Z Force,503,"2,324","1,581","7,354","$8,971",381,5.18%,$1.22,$23.55
4/19/14,Ranger Danger,"1,234","7,948","5,144","16,912","$15,211","1,190",7.04%,$0.90,$12.78
4/19/14,Queen Bee,371,"6,268","4,578","13,720","$7,903",178,1.30%,$0.58,$44.40
4/20/14,Z Force,455,"2,265","1,544","7,306","$8,010",407,5.57%,$1.10,$19.68
4/20/14,Ranger Danger,936,"8,068","5,242","17,123","$14,457","1,165",6.80%,$0.84,$12.41
4/20/14,Queen Bee,267,"4,843","4,116","12,752","$5,428",152,1.19%,$0.43,$35.71
4/21/14,Z Force,673,"2,065","1,266","6,821","$6,329",312,4.57%,$0.93,$20.29
4/21/14,Ranger Danger,"1,039","7,327","4,417","16,521","$13,547","1,110",6.72%,$0.82,$12.20
4/21/14,Queen Bee,247,"4,441","3,701","12,332","$5,300",122,0.99%,$0.43,$43.44
4/22/14,Z Force,635,"1,983","1,196","6,659","$5,126",284,4.27%,$0.77,$18.05
4/22/14,Ranger Danger,"1,158","6,912","3,988","15,638","$11,970",974,6.23%,$0.77,$12.29
4/22/14,Queen Bee,187,"4,041","3,323","11,861","$5,447",117,0.99%,$0.46,$46.56
4/23/14,Z Force,628,"2,126","1,192","6,989","$22,325",707,10.12%,$3.19,$31.58
4/23/14,Ranger Danger,"1,474","7,105","4,023","15,530","$12,064",959,6.18%,$0.78,$12.58
4/23/14,Queen Bee,154,"4,035","3,398","11,637","$4,426",124,1.07%,$0.38,$35.70
4/24/14,Z Force,628,"2,017","1,242","7,215","$13,993",520,7.21%,$1.94,$26.91
4/24/14,Ranger Danger,"1,441","6,416","3,774","15,323","$11,788",917,5.98%,$0.77,$12.85
4/24/14,Queen Bee,157,"3,490","2,600","11,381","$14,257",253,2.22%,$1.25,$56.35
4/25/14,Z Force,608,"2,433","1,413","7,471","$12,085",465,6.22%,$1.62,$25.99
4/25/14,Ranger Danger,"1,165","6,817","3,623","15,088","$12,800",994,6.59%,$0.85,$12.88
4/25/14,Queen Bee,164,"3,846","3,235","11,659","$23,596",393,3.37%,$2.02,$60.04
4/26/14,Z Force,517,"2,379","1,593","7,773","$10,046",430,5.53%,$1.29,$23.36
4/26/14,Ranger Danger,"1,218","6,814","3,802","15,779","$13,168","1,105",7.00%,$0.83,$11.92
4/26/14,Queen Bee,293,"5,500","3,993","12,761","$15,206",297,2.33%,$1.19,$51.20
4/27/14,Z Force,732,"2,250","1,549","7,830","$8,346",392,5.01%,$1.07,$21.29
4/27/14,Ranger Danger,945,"6,948","3,867","15,469","$11,969","1,099",7.11%,$0.77,$10.89
4/27/14,Queen Bee,190,"4,561","3,816","12,019","$14,247",256,2.13%,$1.19,$55.65
4/28/14,Z Force,699,"2,177","1,241","6,869","$8,091",329,4.79%,$1.18,$24.59
4/28/14,Ranger Danger,641,"6,226","3,140","13,999","$11,949",896,6.40%,$0.85,$13.34
4/28/14,Queen Bee,205,"3,897","3,311","11,465","$12,791",241,2.10%,$1.12,$53.07
4/29/14,Z Force,623,"2,069","1,207","6,898","$6,758",316,4.58%,$0.98,$21.38
4/29/14,Ranger Danger,835,"6,193","3,107","13,741","$10,676",859,6.25%,$0.78,$12.43
4/29/14,Queen Bee,162,"3,891","3,287","11,392","$14,542",256,2.25%,$1.28,$56.80
4/30/14,Z Force,322,"1,822","1,006","5,985","$7,620",313,5.23%,$1.27,$24.34
4/30/14,Ranger Danger,752,"5,856","2,876","13,540","$9,787",848,6.26%,$0.72,$11.54
4/30/14,Queen Bee,165,"3,816","3,338","11,467","$15,787",265,2.31%,$1.38,$59.58
5/1/14,Z Force,594,"2,117","1,246","6,467","$8,673",330,5.10%,$1.34,$26.28
5/1/14,Ranger Danger,848,"6,014","2,792","13,610","$9,938",823,6.05%,$0.73,$12.08
5/1/14,Queen Bee,173,"3,661","3,048","11,275","$14,645",272,2.41%,$1.30,$53.84
5/2/14,Z Force,601,"2,240","1,373","7,009","$6,733",318,4.54%,$0.96,$21.17
5/2/14,Ranger Danger,"1,321","6,289","3,093","14,461","$10,925",923,6.38%,$0.76,$11.84
5/2/14,Queen Bee,163,"4,814","3,497","12,131","$20,418",413,3.41%,$1.68,$49.44
5/3/14,Z Force,530,"2,176","1,539","7,481","$9,216",413,5.52%,$1.23,$22.32
5/3/14,Ranger Danger,"1,354","6,900","3,720","16,147","$17,070","1,280",7.93%,$1.06,$13.34
5/3/14,Queen Bee,215,"7,053","6,130","13,705","$29,912",680,4.96%,$2.18,$43.99
5/4/14,Z Force,731,"2,178","1,514","7,616","$8,237",365,4.79%,$1.08,$22.57
5/4/14,Ranger Danger,641,"6,951","3,771","15,917","$14,151","1,122",7.05%,$0.89,$12.61
5/4/14,Queen Bee,177,"5,091","4,006","12,474","$2,499",108,0.87%,$0.20,$23.14
5/5/14,Z Force,575,"2,116","1,282","6,563","$6,431",310,4.72%,$0.98,$20.74
5/5/14,Ranger Danger,621,"6,115","2,991","15,247","$10,128",868,5.69%,$0.66,$11.67
5/5/14,Queen Bee,173,"4,001","3,365","11,427","$2,418",111,0.97%,$0.21,$21.78
5/6/14,Z Force,596,"2,111","1,271","6,446","$5,396",280,4.34%,$0.84,$19.27
5/6/14,Ranger Danger,745,"5,842","2,855","13,647","$7,994",752,5.51%,$0.59,$10.63
5/6/14,Queen Bee,160,"3,803","3,193","11,352","$2,400",102,0.90%,$0.21,$23.52
5/7/14,Z Force,561,"2,138","1,175","6,437","$6,518",296,4.60%,$1.01,$22.02
5/7/14,Ranger Danger,680,"5,830","2,764","13,243","$10,421",844,6.37%,$0.79,$12.35
5/7/14,Queen Bee,162,"3,834","3,234","11,280","$2,561",93,0.82%,$0.23,$27.54
5/8/14,Z Force,635,"2,073","1,261","6,529","$6,193",290,4.44%,$0.95,$21.36
5/8/14,Ranger Danger,485,"5,645","2,605","13,272","$8,948",799,6.02%,$0.67,$11.20
5/8/14,Queen Bee,172,"3,767","3,249","11,140","$4,201",162,1.45%,$0.38,$25.93
5/9/14,Z Force,648,"2,389","1,428","6,949","$7,411",333,4.79%,$1.07,$22.26
5/9/14,Ranger Danger,"1,338","6,059","2,760","14,776","$10,434",887,6.00%,$0.71,$11.76
5/9/14,Queen Bee,178,"3,844","3,387","11,234","$16,539",683,6.08%,$1.47,$24.21
5/10/14,Z Force,486,"2,345","1,665","7,303","$6,695",366,5.01%,$0.92,$18.29
5/10/14,Ranger Danger,"1,856","7,017","3,680","16,874","$16,820","1,317",7.81%,$1.00,$12.77
5/10/14,Queen Bee,198,"5,137","3,938","12,126","$12,021",462,3.81%,$0.99,$26.02
5/11/14,Z Force,738,"2,157","1,502","7,232","$7,789",356,4.92%,$1.08,$21.88
5/11/14,Ranger Danger,858,"6,742","3,628","16,306","$12,385","1,055",6.47%,$0.76,$11.74
5/11/14,Queen Bee,209,"4,389","3,668","11,553","$8,385",345,2.99%,$0.73,$24.30
5/12/14,Z Force,586,"2,107","1,293","6,451","$7,177",318,4.93%,$1.11,$22.57
5/12/14,Ranger Danger,849,"5,890","2,912","14,503","$7,774",773,5.33%,$0.54,$10.06
5/12/14,Queen Bee,165,"3,883","3,297","11,199","$1,722",68,0.61%,$0.15,$25.33
5/13/14,Z Force,900,"2,009","1,210","6,733","$4,787",247,3.67%,$0.71,$19.38
5/13/14,Ranger Danger,798,"5,610","2,665","13,135","$8,933",801,6.10%,$0.68,$11.15
5/13/14,Queen Bee,161,"3,421","2,962","10,952","$1,658",76,0.69%,$0.15,$21.81
5/14/14,Z Force,"1,175","1,920","1,184","6,725","$5,649",244,3.63%,$0.84,$23.15
5/14/14,Ranger Danger,796,"5,360","2,501","12,760","$7,568",751,5.89%,$0.59,$10.08
5/14/14,Queen Bee,152,"3,407","2,820","10,919","$2,160",75,0.69%,$0.20,$28.80
5/15/14,Z Force,867,"1,959","1,182","6,221","$5,076",238,3.83%,$0.82,$21.33
5/15/14,Ranger Danger,866,"5,402","2,275","12,411","$6,322",651,5.25%,$0.51,$9.71
5/15/14,Queen Bee,226,"5,045","3,637","12,978","$12,205",221,1.70%,$0.94,$55.23
5/16/14,Z Force,707,"2,061","1,248","6,968","$7,376",316,4.54%,$1.06,$23.34
5/16/14,Ranger Danger,996,"5,404","2,554","13,605","$10,370",838,6.16%,$0.76,$12.38
5/16/14,Queen Bee,252,"5,591","4,967","14,753","$8,287",197,1.34%,$0.56,$42.07
5/17/14,Z Force,936,"2,237","1,452","7,398","$6,849",328,4.43%,$0.93,$20.88
5/17/14,Ranger Danger,"1,600","6,273","3,261","15,628","$10,833",897,5.74%,$0.69,$12.08
5/17/14,Queen Bee,286,"6,683","5,310","15,355","$4,468",154,1.00%,$0.29,$29.01
5/18/14,Z Force,431,"1,945","1,262","6,587","$6,931",352,5.34%,$1.05,$19.69
5/18/14,Ranger Danger,902,"6,312","3,301","14,738","$10,422",946,6.42%,$0.71,$11.02
5/18/14,Queen Bee,213,"6,086","5,241","14,999","$3,376",112,0.75%,$0.23,$30.14
5/19/14,Z Force,363,"1,844","1,071","6,026","$6,155",302,5.01%,$1.02,$20.38
5/19/14,Ranger Danger,757,"5,526","2,633","13,407","$8,971",806,6.01%,$0.67,$11.13
5/19/14,Queen Bee,209,"5,518","4,785","14,567","$3,495",104,0.71%,$0.24,$33.60
5/20/14,Z Force,319,"1,894","1,036","5,907","$5,147",288,4.88%,$0.87,$17.87
5/20/14,Ranger Danger,"1,121","5,377","2,534","13,439","$8,708",766,5.70%,$0.65,$11.37
5/20/14,Queen Bee,190,"5,445","4,682","14,530","$3,921",103,0.71%,$0.27,$38.07
5/21/14,Z Force,332,"1,992","1,038","6,136","$12,250",508,8.28%,$2.00,$24.11
5/21/14,Ranger Danger,"1,187","3,983","2,236","12,677","$7,190",648,5.11%,$0.57,$11.10
5/21/14,Queen Bee,206,"5,322","4,666","14,363","$2,707",90,0.63%,$0.19,$30.08
5/22/14,Z Force,348,"1,935","1,087","6,394","$7,356",436,6.82%,$1.15,$16.87
5/22/14,Ranger Danger,133,"3,598","1,772","12,772","$12,648","1,110",8.69%,$0.99,$11.39
5/22/14,Queen Bee,176,"4,647","3,631","13,751","$31,558",397,2.89%,$2.29,$79.49
5/23/14,Z Force,357,"2,194","1,219","6,830","$20,424",684,10.02%,$2.99,$29.86
5/23/14,Ranger Danger,656,"3,786","1,936","13,757","$11,189",989,7.19%,$0.81,$11.31
5/23/14,Queen Bee,192,"5,263","4,747","14,203","$23,062",319,2.25%,$1.62,$72.29
5/24/14,Z Force,"1,487","2,427","1,582","8,309","$14,183",635,7.64%,$1.71,$22.34
5/24/14,Ranger Danger,"1,004","6,182","2,933","16,010","$13,004","1,115",6.96%,$0.81,$11.66
5/24/14,Queen Bee,202,"5,718","4,896","14,166","$14,483",229,1.62%,$1.02,$63.24
5/25/14,Z Force,"1,314","2,238","1,549","8,299","$12,744",575,6.93%,$1.54,$22.16
5/25/14,Ranger Danger,989,"6,989","3,185","15,977","$11,533","1,020",6.38%,$0.72,$11.31
5/25/14,Queen Bee,200,"5,711","4,853","14,130","$10,581",203,1.44%,$0.75,$52.12
5/26/14,Z Force,"1,134","2,141","1,497","7,977","$11,109",561,7.03%,$1.39,$19.80
5/26/14,Ranger Danger,905,"4,520","2,857","15,271","$9,902",989,6.48%,$0.65,$10.01
5/26/14,Queen Bee,148,"5,424","4,639","13,713","$11,658",190,1.39%,$0.85,$61.36
5/27/14,Z Force,877,"2,060","1,193","6,989","$4,999",377,5.39%,$0.72,$13.26
5/27/14,Ranger Danger,849,"4,039","2,366","13,971","$8,944",805,5.76%,$0.64,$11.11
5/27/14,Queen Bee,139,"4,961","4,367","13,564","$10,921",149,1.10%,$0.81,$73.29
5/28/14,Z Force,903,"2,198","1,182","6,954","$4,890",363,5.22%,$0.70,$13.47
5/28/14,Ranger Danger,"1,076","3,798","2,163","14,280","$7,715",753,5.27%,$0.54,$10.25
5/28/14,Queen Bee,166,"4,955","4,369","13,555","$12,074",189,1.39%,$0.89,$63.89
5/29/14,Z Force,960,"1,914","1,237","7,045","$4,282",331,4.70%,$0.61,$12.94
5/29/14,Ranger Danger,"1,345","3,878","2,268","14,100","$9,265",774,5.49%,$0.66,$11.97
5/29/14,Queen Bee,189,"4,676","3,949","12,878","$12,777",189,1.47%,$0.99,$67.61
5/30/14,Z Force,927,"2,391","1,451","7,536","$8,089",472,6.26%,$1.07,$17.14
5/30/14,Ranger Danger,"1,073","3,929","2,212","14,271","$9,832",813,5.70%,$0.69,$12.09
5/30/14,Queen Bee,199,"3,936","3,060","11,413","$7,492",219,1.92%,$0.66,$34.21
5/31/14,Z Force,797,"2,442","1,656","7,894","$8,228",541,6.85%,$1.04,$15.21
5/31/14,Ranger Danger,"1,057","7,739","3,321","16,455","$9,866",972,5.91%,$0.60,$10.15
5/31/14,Queen Bee,164,"4,281","3,627","11,365","$11,618",339,2.98%,$1.02,$34.27
6/1/14,Z Force,969,"2,408","1,721","7,848","$7,493",470,5.99%,$0.95,$15.94
6/1/14,Ranger Danger,939,"7,966","3,237","16,211","$10,462",973,6.00%,$0.65,$10.75
6/1/14,Queen Bee,174,"4,155","3,497","11,087","$7,738",265,2.39%,$0.70,$29.20
6/2/14,Z Force,533,"2,190","1,490","6,788","$4,986",324,4.77%,$0.73,$15.39
6/2/14,Ranger Danger,910,"3,729","2,256","14,331","$8,424",826,5.76%,$0.59,$10.20
6/2/14,Queen Bee,133,"3,644","3,107","10,607","$8,937",252,2.38%,$0.84,$35.46
6/3/14,Z Force,394,"2,086","1,337","6,618","$4,909",304,4.59%,$0.74,$16.15
6/3/14,Ranger Danger,984,"4,537","2,633","14,676","$7,556",845,5.76%,$0.51,$8.94
6/3/14,Queen Bee,162,"3,552","3,011","10,604","$2,398",85,0.80%,$0.23,$28.21
6/4/14,Z Force,387,"1,900","1,148","6,463","$4,255",327,5.06%,$0.66,$13.01
6/4/14,Ranger Danger,"1,040","4,437","2,748","15,332","$8,844",852,5.56%,$0.58,$10.38
6/4/14,Queen Bee,156,"3,510","3,004","10,622","$1,804",73,0.69%,$0.17,$24.72
6/5/14,Z Force,421,"1,861","1,089","6,599","$5,614",359,5.44%,$0.85,$15.64
6/5/14,Ranger Danger,"1,199","4,489","2,774","15,424","$8,892",835,5.41%,$0.58,$10.65
6/5/14,Queen Bee,122,"3,125","2,592","10,086","$12,504",230,2.28%,$1.24,$54.37
6/6/14,Z Force,415,"2,036","1,209","6,921","$8,098",451,6.52%,$1.17,$17.96
6/6/14,Ranger Danger,"1,172","4,470","2,852","15,766","$9,683",915,5.80%,$0.61,$10.58
6/6/14,Queen Bee,194,"4,705","3,249","11,291","$8,338",174,1.54%,$0.74,$47.92
6/7/14,Z Force,475,"2,062","1,331","7,179","$8,018",463,6.45%,$1.12,$17.32
6/7/14,Ranger Danger,886,"8,483","3,694","17,422","$11,026",979,5.62%,$0.63,$11.26
6/7/14,Queen Bee,170,"6,740","5,921","12,872","$27,442",385,2.99%,$2.13,$71.28
6/8/14,Z Force,496,"2,079","1,348","7,267","$6,765",459,6.32%,$0.93,$14.74
6/8/14,Ranger Danger,"1,190","8,763","3,720","18,028","$11,572","1,071",5.94%,$0.64,$10.81
6/8/14,Queen Bee,183,"4,660","3,655","11,514","$3,066",106,0.92%,$0.27,$28.93
6/9/14,Z Force,399,"1,917","1,153","6,708","$6,074",351,5.23%,$0.91,$17.31
6/9/14,Ranger Danger,"1,094","4,572","2,895","15,323","$9,579",935,6.10%,$0.63,$10.24
6/9/14,Queen Bee,169,"3,637","3,107","10,623","$5,111",129,1.21%,$0.48,$39.62
6/10/14,Z Force,408,"1,883","1,125","6,742","$5,011",325,4.82%,$0.74,$15.42
6/10/14,Ranger Danger,792,"4,518","2,836","14,595","$8,887",904,6.19%,$0.61,$9.83
6/10/14,Queen Bee,168,"3,410","2,955","10,445","$3,605",95,0.91%,$0.35,$37.95
6/11/14,Z Force,446,"2,002","1,149","6,830","$4,909",331,4.85%,$0.72,$14.83
6/11/14,Ranger Danger,"1,226","4,504","2,780","14,649","$8,253",840,5.73%,$0.56,$9.83
6/11/14,Queen Bee,145,"3,385","2,905","10,496","$3,604",107,1.02%,$0.34,$33.68
6/12/14,Z Force,436,"1,843","1,012","6,662","$3,988",282,4.23%,$0.60,$14.14
6/12/14,Ranger Danger,882,"4,238","2,332","13,705","$7,518",735,5.36%,$0.55,$10.23
6/12/14,Queen Bee,113,"2,904","2,499","9,733","$4,355",102,1.05%,$0.45,$42.69
6/13/14,Z Force,518,"2,147","1,181","7,424","$7,050",444,5.98%,$0.95,$15.88
6/13/14,Ranger Danger,965,"4,472","2,873","15,001","$10,873","1,080",7.20%,$0.72,$10.07
6/13/14,Queen Bee,180,"3,450","2,796","10,664","$4,963",165,1.55%,$0.47,$30.08
6/14/14,Z Force,627,"2,262","1,420","7,922","$7,140",516,6.51%,$0.90,$13.84
6/14/14,Ranger Danger,789,"8,716","4,007","17,879","$13,297","1,717",9.60%,$0.74,$7.74
6/14/14,Queen Bee,177,"4,573","3,825","11,476","$6,725",220,1.92%,$0.59,$30.57
6/15/14,Z Force,643,"2,178","1,434","7,721","$6,224",457,5.92%,$0.81,$13.62
6/15/14,Ranger Danger,"1,211","9,455","4,535","18,455","$12,402","1,585",8.59%,$0.67,$7.82
6/15/14,Queen Bee,181,"4,495","3,705","11,178","$3,921",148,1.32%,$0.35,$26.50
6/16/14,Z Force,515,"2,047","1,290","7,461","$5,460",379,5.08%,$0.73,$14.41
6/16/14,Ranger Danger,"1,010","5,332","3,616","15,811","$8,401","1,193",7.55%,$0.53,$7.04
6/16/14,Queen Bee,177,"3,858","3,201","10,660","$4,487",148,1.39%,$0.42,$30.32
6/17/14,Z Force,454,"2,093","1,263","7,169","$4,632",344,4.80%,$0.65,$13.47
6/17/14,Ranger Danger,"1,110","4,747","2,554","15,410","$8,128",925,6.00%,$0.53,$8.79
6/17/14,Queen Bee,226,"3,860","3,189","10,625","$3,538",139,1.31%,$0.33,$25.45
6/18/14,Z Force,494,"2,296","1,392","7,321","$17,324",628,8.58%,$2.37,$27.59
6/18/14,Ranger Danger,"1,068","4,949","2,978","16,254","$10,093",963,5.93%,$0.62,$10.48
6/18/14,Queen Bee,215,"3,729","3,140","10,625","$3,797",164,1.54%,$0.36,$23.15
6/19/14,Z Force,502,"2,273","1,480","7,768","$11,120",568,7.31%,$1.43,$19.58
6/19/14,Ranger Danger,"1,058","4,944","3,063","15,652","$9,831",900,5.75%,$0.63,$10.92
6/19/14,Queen Bee,175,"3,278","2,714","10,374","$11,195",282,2.72%,$1.08,$39.70
6/20/14,Z Force,503,"2,341","1,519","7,723","$11,183",629,8.15%,$1.45,$17.78
6/20/14,Ranger Danger,"1,116","4,985","3,120","16,504","$8,940",910,5.51%,$0.54,$9.82
6/20/14,Queen Bee,183,"3,925","3,400","10,701","$15,162",358,3.35%,$1.42,$42.35
6/21/14,Z Force,492,"2,323","1,532","7,746","$11,461",551,7.11%,$1.48,$20.80
6/21/14,Ranger Danger,"1,053","12,082","4,372","21,477","$13,345","1,263",5.88%,$0.62,$10.57
6/21/14,Queen Bee,160,"4,185","3,631","10,801","$20,672",542,5.02%,$1.91,$38.14
6/22/14,Z Force,481,"2,363","1,524","7,678","$8,934",572,7.45%,$1.16,$15.62
6/22/14,Ranger Danger,"1,032","11,689","4,224","20,796","$12,586","1,253",6.03%,$0.61,$10.05
6/22/14,Queen Bee,195,"4,276","3,561","10,842","$15,838",409,3.77%,$1.46,$38.72
6/23/14,Z Force,424,"2,235","1,427","7,429","$7,344",432,5.82%,$0.99,$17.00
6/23/14,Ranger Danger,"1,211","5,007","3,279","17,229","$10,296","1,049",6.09%,$0.60,$9.82
6/23/14,Queen Bee,257,"3,863","3,291","10,623","$18,191",493,4.64%,$1.71,$36.90
6/24/14,Z Force,434,"2,194","1,387","7,383","$6,851",393,5.32%,$0.93,$17.43
6/24/14,Ranger Danger,"1,132","4,811","2,823","16,732","$8,611",838,5.01%,$0.51,$10.28
6/24/14,Queen Bee,185,"3,888","3,312","10,717","$2,482",86,0.80%,$0.23,$28.86
6/25/14,Z Force,433,"2,117","1,294","7,335","$7,126",428,5.84%,$0.97,$16.65
6/25/14,Ranger Danger,"1,639","7,628","3,719","24,665","$87,866","3,511",14.24%,$3.56,$25.03
6/25/14,Queen Bee,195,"3,752","3,237","10,662","$2,322",73,0.69%,$0.22,$31.81
6/26/14,Z Force,441,"2,172","1,373","7,289","$8,392",455,6.24%,$1.15,$18.44
6/26/14,Ranger Danger,"2,094","7,743","5,295","26,241","$48,154","2,651",10.10%,$1.84,$18.16
6/26/14,Queen Bee,200,"3,481","2,778","10,570","$15,884",389,3.68%,$1.50,$40.83
6/27/14,Z Force,456,"2,330","1,444","7,373","$8,914",519,7.04%,$1.21,$17.18
6/27/14,Ranger Danger,"1,656","7,535","5,222","25,067","$37,780","2,342",9.34%,$1.51,$16.13
6/27/14,Queen Bee,221,"3,895","3,424","10,899","$14,641",346,3.18%,$1.34,$42.31
6/28/14,Z Force,441,"2,182","1,476","7,251","$9,418",558,7.70%,$1.30,$16.88
6/28/14,Ranger Danger,"1,282","7,501","5,310","24,571","$30,050","2,066",8.41%,$1.22,$14.55
6/28/14,Queen Bee,166,"4,191","3,581","10,944","$11,202",288,2.63%,$1.02,$38.90
6/29/14,Z Force,471,"2,149","1,412","7,322","$9,912",513,7.01%,$1.35,$19.32
6/29/14,Ranger Danger,"1,892","7,467","5,219","24,900","$27,117","2,003",8.04%,$1.09,$13.54
6/29/14,Queen Bee,156,"4,288","3,589","10,979","$9,877",221,2.01%,$0.90,$44.69
6/30/14,Z Force,511,"2,312","1,419","7,531","$7,229",440,5.84%,$0.96,$16.43
6/30/14,Ranger Danger,"1,582","7,005","4,823","23,952","$23,959","1,777",7.42%,$1.00,$13.48
6/30/14,Queen Bee,201,"3,923","3,322","10,967","$7,690",202,1.84%,$0.70,$38.07
7/1/14,Z Force,472,"2,120","1,380","7,280","$6,411",387,5.32%,$0.88,$16.57
7/1/14,Ranger Danger,"1,509","6,834","4,677","23,003","$25,422","1,755",7.63%,$1.11,$14.49
7/1/14,Queen Bee,168,"3,781","3,257","10,669","$7,822",219,2.05%,$0.73,$35.72
7/2/14,Z Force,450,"2,024","1,243","7,105","$6,107",372,5.24%,$0.86,$16.42
7/2/14,Ranger Danger,"1,671","6,843","4,511","22,873","$26,144","1,803",7.88%,$1.14,$14.50
7/2/14,Queen Bee,164,"3,736","3,220","10,771","$6,093",198,1.84%,$0.57,$30.77
